Date,Fiscal_Year,Brand_Model,Metric_Type,Units
2018-11-01,2018-19,HONDA BR-V,Prod,361
2018-11-01,2018-19,HONDA BR-V,Sale,300
2018-12-01,2018-19,HONDA BR-V,Prod,241
2018-12-01,2018-19,HONDA BR-V,Sale,378
2019-01-01,2018-19,HONDA BR-V,Prod,179
2019-01-01,2018-19,HONDA BR-V,Sale,492
2019-02-01,2018-19,HONDA BR-V,Prod,300
2019-02-01,2018-19,HONDA BR-V,Sale,331
2019-03-01,2018-19,HONDA BR-V,Prod,593
2019-03-01,2018-19,HONDA BR-V,Sale,362
2019-04-01,2018-19,HONDA BR-V,Prod,415
2019-04-01,2018-19,HONDA BR-V,Sale,526
2019-05-01,2018-19,HONDA BR-V,Prod,423
2019-05-01,2018-19,HONDA BR-V,Sale,388
2019-06-01,2018-19,HONDA BR-V,Prod,361
2019-06-01,2018-19,HONDA BR-V,Sale,452
2019-07-01,2019-20,HONDA BR-V,Prod,417
2019-07-01,2019-20,HONDA BR-V,Sale,242
2019-08-01,2019-20,HONDA BR-V,Prod,121
2019-08-01,2019-20,HONDA BR-V,Sale,208
2019-09-01,2019-20,HONDA BR-V,Prod,0
2019-09-01,2019-20,HONDA BR-V,Sale,78
2019-10-01,2019-20,HONDA BR-V,Prod,573
2019-10-01,2019-20,HONDA BR-V,Sale,349
2019-11-01,2019-20,HONDA BR-V,Prod,284
2019-11-01,2019-20,HONDA BR-V,Sale,229
2019-12-01,2019-20,HONDA BR-V,Prod,107
2019-12-01,2019-20,HONDA BR-V,Sale,121
2020-01-01,2019-20,HONDA BR-V,Prod,240
2020-01-01,2019-20,HONDA BR-V,Sale,332
2020-02-01,2019-20,HONDA BR-V,Prod,293
2020-02-01,2019-20,HONDA BR-V,Sale,273
2020-03-01,2019-20,HONDA BR-V,Prod,186
2020-03-01,2019-20,HONDA BR-V,Sale,237
2020-04-01,2019-20,HONDA BR-V,Prod,0
2020-04-01,2019-20,HONDA BR-V,Sale,0
2020-05-01,2019-20,HONDA BR-V,Prod,0
2020-05-01,2019-20,HONDA BR-V,Sale,63
2020-06-01,2019-20,HONDA BR-V,Prod,180
2020-06-01,2019-20,HONDA BR-V,Sale,164
2020-07-01,2020-21,HONDA BR-V,Prod,240
2020-07-01,2020-21,HONDA BR-V,Sale,257
2020-08-01,2020-21,HONDA BR-V,Prod,299
2020-08-01,2020-21,HONDA BR-V,Sale,278
2020-09-01,2020-21,HONDA BR-V,Prod,421
2020-09-01,2020-21,HONDA BR-V,Sale,417
2020-10-01,2020-21,HONDA BR-V,Prod,305
2020-10-01,2020-21,HONDA BR-V,Sale,372
2020-11-01,2020-21,HONDA BR-V,Prod,115
2020-11-01,2020-21,HONDA BR-V,Sale,149
2020-12-01,2020-21,HONDA BR-V,Prod,236
2020-12-01,2020-21,HONDA BR-V,Sale,235
2021-01-01,2020-21,HONDA BR-V,Prod,363
2021-01-01,2020-21,HONDA BR-V,Sale,387
2021-02-01,2020-21,HONDA BR-V,Prod,240
2021-02-01,2020-21,HONDA BR-V,Sale,237
2021-03-01,2020-21,HONDA BR-V,Prod,542
2021-03-01,2020-21,HONDA BR-V,Sale,550
2021-04-01,2020-21,HONDA BR-V,Prod,239
2021-04-01,2020-21,HONDA BR-V,Sale,234
2021-05-01,2020-21,HONDA BR-V,Prod,420
2021-05-01,2020-21,HONDA BR-V,Sale,420
2021-06-01,2020-21,HONDA BR-V,Prod,541
2021-06-01,2020-21,HONDA BR-V,Sale,479
2021-07-01,2021-22,HONDA BR-V  &  HR-V,Prod,717
2021-07-01,2021-22,HONDA BR-V  &  HR-V,Sale,607
2021-08-01,2021-22,HONDA BR-V  &  HR-V,Prod,357
2021-08-01,2021-22,HONDA BR-V  &  HR-V,Sale,504
2021-09-01,2021-22,HONDA BR-V  &  HR-V,Prod,240
2021-09-01,2021-22,HONDA BR-V  &  HR-V,Sale,268
2021-10-01,2021-22,HONDA BR-V  &  HR-V,Prod,2
2021-10-01,2021-22,HONDA BR-V  &  HR-V,Sale,7
2021-11-01,2021-22,HONDA BR-V  &  HR-V,Prod,239
2021-11-01,2021-22,HONDA BR-V  &  HR-V,Sale,239
2021-12-01,2021-22,HONDA BR-V  &  HR-V,Prod,303
2021-12-01,2021-22,HONDA BR-V  &  HR-V,Sale,303
2022-01-01,2021-22,HONDA BR-V  &  HR-V,Prod,481
2022-01-01,2021-22,HONDA BR-V  &  HR-V,Sale,418
2022-02-01,2021-22,HONDA BR-V  &  HR-V,Prod,420
2022-02-01,2021-22,HONDA BR-V  &  HR-V,Sale,461
2022-03-01,2021-22,HONDA BR-V  &  HR-V,Prod,361
2022-03-01,2021-22,HONDA BR-V  &  HR-V,Sale,373
2022-04-01,2021-22,HONDA BR-V  &  HR-V,Prod,389
2022-04-01,2021-22,HONDA BR-V  &  HR-V,Sale,364
2022-05-01,2021-22,HONDA BR-V  &  HR-V,Prod,209
2022-05-01,2021-22,HONDA BR-V  &  HR-V,Sale,229
2022-06-01,2021-22,HONDA BR-V  &  HR-V,Prod,481
2022-06-01,2021-22,HONDA BR-V  &  HR-V,Sale,482
2022-07-01,2022-23,HONDA BR-V  &  HR-V,Prod,119
2022-07-01,2022-23,HONDA BR-V  &  HR-V,Sale,129
2022-08-01,2022-23,HONDA BR-V  &  HR-V,Prod,538
2022-08-01,2022-23,HONDA BR-V  &  HR-V,Sale,373
2022-09-01,2022-23,HONDA BR-V  &  HR-V,Prod,424
2022-09-01,2022-23,HONDA BR-V  &  HR-V,Sale,79
2022-10-01,2022-23,HONDA BR-V  &  HR-V,Prod,120
2022-10-01,2022-23,HONDA BR-V  &  HR-V,Sale,54
2022-11-01,2022-23,HONDA BR-V  &  HR-V,Prod,252
2022-11-01,2022-23,HONDA BR-V  &  HR-V,Sale,464
2022-12-01,2022-23,HONDA BR-V  &  HR-V,Prod,1186
2022-12-01,2022-23,HONDA BR-V  &  HR-V,Sale,1098
2023-01-01,2022-23,HONDA BR-V  &  HR-V,Prod,840
2023-01-01,2022-23,HONDA BR-V  &  HR-V,Sale,1084
2023-02-01,2022-23,HONDA BR-V  &  HR-V,Prod,782
2023-02-01,2022-23,HONDA BR-V  &  HR-V,Sale,392
2023-03-01,2022-23,HONDA BR-V  &  HR-V,Prod,30
2023-03-01,2022-23,HONDA BR-V  &  HR-V,Sale,224
2023-04-01,2022-23,HONDA BR-V  &  HR-V,Prod,0
2023-04-01,2022-23,HONDA BR-V  &  HR-V,Sale,48
2023-05-01,2022-23,HONDA BR-V  &  HR-V,Prod,0
2023-05-01,2022-23,HONDA BR-V  &  HR-V,Sale,31
2023-06-01,2022-23,HONDA BR-V  &  HR-V,Prod,65
2023-06-01,2022-23,HONDA BR-V  &  HR-V,Sale,80
2023-07-01,2023-24,HONDA BR-V  &  HR-V,Prod,506
2023-07-01,2023-24,HONDA BR-V  &  HR-V,Sale,286
2023-08-01,2023-24,HONDA BR-V  &  HR-V,Prod,540
2023-08-01,2023-24,HONDA BR-V  &  HR-V,Sale,182
2023-09-01,2023-24,HONDA BR-V  &  HR-V,Prod,177
2023-09-01,2023-24,HONDA BR-V  &  HR-V,Sale,182
2023-10-01,2023-24,HONDA BR-V  &  HR-V,Prod,0
2023-10-01,2023-24,HONDA BR-V  &  HR-V,Sale,80
2023-11-01,2023-24,HONDA BR-V  &  HR-V,Prod,2
2023-11-01,2023-24,HONDA BR-V  &  HR-V,Sale,103
2023-12-01,2023-24,HONDA BR-V  &  HR-V,Prod,60
2023-12-01,2023-24,HONDA BR-V  &  HR-V,Sale,114
2024-01-01,2023-24,HONDA BR-V  &  HR-V,Prod,23
2024-01-01,2023-24,HONDA BR-V  &  HR-V,Sale,132
2024-02-01,2023-24,HONDA BR-V  &  HR-V,Prod,37
2024-02-01,2023-24,HONDA BR-V  &  HR-V,Sale,142
2024-03-01,2023-24,HONDA BR-V  &  HR-V,Prod,0
2024-03-01,2023-24,HONDA BR-V  &  HR-V,Sale,194
2024-04-01,2023-24,HONDA BR-V  &  HR-V,Prod,60
2024-04-01,2023-24,HONDA BR-V  &  HR-V,Sale,47
2024-05-01,2023-24,HONDA BR-V  &  HR-V,Prod,180
2024-05-01,2023-24,HONDA BR-V  &  HR-V,Sale,138
2024-06-01,2023-24,HONDA BR-V  &  HR-V,Prod,0
2024-06-01,2023-24,HONDA BR-V  &  HR-V,Sale,113
2024-07-01,2024-25,HONDA BR-V  &  HR-V,Prod,233
2024-07-01,2024-25,HONDA BR-V  &  HR-V,Sale,141
2024-08-01,2024-25,HONDA BR-V  &  HR-V,Prod,65
2024-08-01,2024-25,HONDA BR-V  &  HR-V,Sale,75
2024-09-01,2024-25,HONDA BR-V  &  HR-V,Prod,62
2024-09-01,2024-25,HONDA BR-V  &  HR-V,Sale,126
2024-10-01,2024-25,HONDA BR-V  &  HR-V,Prod,118
2024-10-01,2024-25,HONDA BR-V  &  HR-V,Sale,96
2024-11-01,2024-25,HONDA BR-V  &  HR-V,Prod,119
2024-11-01,2024-25,HONDA BR-V  &  HR-V,Sale,102
2024-12-01,2024-25,HONDA BR-V  &  HR-V,Prod,183
2024-12-01,2024-25,HONDA BR-V  &  HR-V,Sale,140
2025-01-01,2024-25,HONDA BR-V  &  HR-V,Prod,294
2025-01-01,2024-25,HONDA BR-V  &  HR-V,Sale,225
2025-02-01,2024-25,HONDA BR-V  &  HR-V,Prod,0
2025-02-01,2024-25,HONDA BR-V  &  HR-V,Sale,178
2025-03-01,2024-25,HONDA BR-V  &  HR-V,Prod,126
2025-03-01,2024-25,HONDA BR-V  &  HR-V,Sale,233
2025-04-01,2024-25,HONDA BR-V  &  HR-V,Prod,118
2025-04-01,2024-25,HONDA BR-V  &  HR-V,Sale,133
2025-05-01,2024-25,HONDA BR-V  &  HR-V,Prod,122
2025-05-01,2024-25,HONDA BR-V  &  HR-V,Sale,135
2025-06-01,2024-25,HONDA BR-V  &  HR-V,Prod,60
2025-06-01,2024-25,HONDA BR-V  &  HR-V,Sale,98
2021-07-01,2021-22,HYUNDAI PORTER,Prod,140
2021-07-01,2021-22,HYUNDAI PORTER,Sale,132
2021-08-01,2021-22,HYUNDAI PORTER,Prod,112
2021-08-01,2021-22,HYUNDAI PORTER,Sale,120
2021-09-01,2021-22,HYUNDAI PORTER,Prod,117
2021-09-01,2021-22,HYUNDAI PORTER,Sale,139
2021-10-01,2021-22,HYUNDAI PORTER,Prod,126
2021-10-01,2021-22,HYUNDAI PORTER,Sale,147
2021-11-01,2021-22,HYUNDAI PORTER,Prod,136
2021-11-01,2021-22,HYUNDAI PORTER,Sale,135
2021-12-01,2021-22,HYUNDAI PORTER,Prod,113
2021-12-01,2021-22,HYUNDAI PORTER,Sale,135
2022-01-01,2021-22,HYUNDAI PORTER,Prod,209
2022-01-01,2021-22,HYUNDAI PORTER,Sale,196
2022-02-01,2021-22,HYUNDAI PORTER,Prod,159
2022-02-01,2021-22,HYUNDAI PORTER,Sale,157
2022-03-01,2021-22,HYUNDAI PORTER,Prod,161
2022-03-01,2021-22,HYUNDAI PORTER,Sale,123
2022-04-01,2021-22,HYUNDAI PORTER,Prod,177
2022-04-01,2021-22,HYUNDAI PORTER,Sale,201
2022-05-01,2021-22,HYUNDAI PORTER,Prod,70
2022-05-01,2021-22,HYUNDAI PORTER,Sale,77
2022-06-01,2021-22,HYUNDAI PORTER,Prod,439
2022-06-01,2021-22,HYUNDAI PORTER,Sale,283
2022-07-01,2022-23,HYUNDAI PORTER,Prod,206
2022-07-01,2022-23,HYUNDAI PORTER,Sale,97
2022-08-01,2022-23,HYUNDAI PORTER,Prod,254
2022-08-01,2022-23,HYUNDAI PORTER,Sale,129
2022-09-01,2022-23,HYUNDAI PORTER,Prod,50
2022-09-01,2022-23,HYUNDAI PORTER,Sale,121
2022-10-01,2022-23,HYUNDAI PORTER,Prod,96
2022-10-01,2022-23,HYUNDAI PORTER,Sale,73
2022-11-01,2022-23,HYUNDAI PORTER,Prod,93
2022-11-01,2022-23,HYUNDAI PORTER,Sale,86
2022-12-01,2022-23,HYUNDAI PORTER,Prod,150
2022-12-01,2022-23,HYUNDAI PORTER,Sale,63
2023-01-01,2022-23,HYUNDAI PORTER,Prod,96
2023-01-01,2022-23,HYUNDAI PORTER,Sale,156
2023-02-01,2022-23,HYUNDAI PORTER,Prod,109
2023-02-01,2022-23,HYUNDAI PORTER,Sale,123
2023-03-01,2022-23,HYUNDAI PORTER,Prod,10
2023-03-01,2022-23,HYUNDAI PORTER,Sale,150
2023-04-01,2022-23,HYUNDAI PORTER,Prod,60
2023-04-01,2022-23,HYUNDAI PORTER,Sale,136
2023-05-01,2022-23,HYUNDAI PORTER,Prod,4
2023-05-01,2022-23,HYUNDAI PORTER,Sale,105
2023-06-01,2022-23,HYUNDAI PORTER,Prod,57
2023-06-01,2022-23,HYUNDAI PORTER,Sale,80
2023-07-01,2023-24,HYUNDAI PORTER,Prod,62
2023-07-01,2023-24,HYUNDAI PORTER,Sale,71
2023-08-01,2023-24,HYUNDAI PORTER,Prod,155
2023-08-01,2023-24,HYUNDAI PORTER,Sale,120
2023-09-01,2023-24,HYUNDAI PORTER,Prod,116
2023-09-01,2023-24,HYUNDAI PORTER,Sale,177
2023-10-01,2023-24,HYUNDAI PORTER,Prod,153
2023-10-01,2023-24,HYUNDAI PORTER,Sale,151
2023-11-01,2023-24,HYUNDAI PORTER,Prod,175
2023-11-01,2023-24,HYUNDAI PORTER,Sale,171
2023-12-01,2023-24,HYUNDAI PORTER,Prod,125
2023-12-01,2023-24,HYUNDAI PORTER,Sale,137
2024-01-01,2023-24,HYUNDAI PORTER,Prod,120
2024-01-01,2023-24,HYUNDAI PORTER,Sale,120
2024-02-01,2023-24,HYUNDAI PORTER,Prod,262
2024-02-01,2023-24,HYUNDAI PORTER,Sale,201
2024-03-01,2023-24,HYUNDAI PORTER,Prod,218
2024-03-01,2023-24,HYUNDAI PORTER,Sale,170
2024-04-01,2023-24,HYUNDAI PORTER,Prod,284
2024-04-01,2023-24,HYUNDAI PORTER,Sale,227
2024-05-01,2023-24,HYUNDAI PORTER,Prod,307
2024-05-01,2023-24,HYUNDAI PORTER,Sale,214
2024-06-01,2023-24,HYUNDAI PORTER,Prod,237
2024-06-01,2023-24,HYUNDAI PORTER,Sale,256
2024-07-01,2024-25,HYUNDAI PORTER,Prod,239
2024-07-01,2024-25,HYUNDAI PORTER,Sale,349
2024-08-01,2024-25,HYUNDAI PORTER,Prod,208
2024-08-01,2024-25,HYUNDAI PORTER,Sale,182
2024-09-01,2024-25,HYUNDAI PORTER,Prod,161
2024-09-01,2024-25,HYUNDAI PORTER,Sale,258
2024-10-01,2024-25,HYUNDAI PORTER,Prod,282
2024-10-01,2024-25,HYUNDAI PORTER,Sale,245
2024-11-01,2024-25,HYUNDAI PORTER,Prod,329
2024-11-01,2024-25,HYUNDAI PORTER,Sale,269
2024-12-01,2024-25,HYUNDAI PORTER,Prod,209
2024-12-01,2024-25,HYUNDAI PORTER,Sale,220
2025-01-01,2024-25,HYUNDAI PORTER,Prod,1
2025-01-01,2024-25,HYUNDAI PORTER,Sale,147
2025-02-01,2024-25,HYUNDAI PORTER,Prod,207
2025-02-01,2024-25,HYUNDAI PORTER,Sale,206
2025-03-01,2024-25,HYUNDAI PORTER,Prod,179
2025-03-01,2024-25,HYUNDAI PORTER,Sale,144
2025-04-01,2024-25,HYUNDAI PORTER,Prod,382
2025-04-01,2024-25,HYUNDAI PORTER,Sale,351
2025-05-01,2024-25,HYUNDAI PORTER,Prod,301
2025-05-01,2024-25,HYUNDAI PORTER,Sale,353
2025-06-01,2024-25,HYUNDAI PORTER,Prod,308
2025-06-01,2024-25,HYUNDAI PORTER,Sale,302
2023-07-01,2023-24,HYUNDAI SANTA FE,Prod,0
2023-07-01,2023-24,HYUNDAI SANTA FE,Sale,0
2023-08-01,2023-24,HYUNDAI SANTA FE,Prod,0
2023-08-01,2023-24,HYUNDAI SANTA FE,Sale,0
2023-09-01,2023-24,HYUNDAI SANTA FE,Prod,87
2023-09-01,2023-24,HYUNDAI SANTA FE,Sale,0
2023-10-01,2023-24,HYUNDAI SANTA FE,Prod,204
2023-10-01,2023-24,HYUNDAI SANTA FE,Sale,175
2023-11-01,2023-24,HYUNDAI SANTA FE,Prod,38
2023-11-01,2023-24,HYUNDAI SANTA FE,Sale,123
2023-12-01,2023-24,HYUNDAI SANTA FE,Prod,141
2023-12-01,2023-24,HYUNDAI SANTA FE,Sale,52
2024-01-01,2023-24,HYUNDAI SANTA FE,Prod,217
2024-01-01,2023-24,HYUNDAI SANTA FE,Sale,225
2024-02-01,2023-24,HYUNDAI SANTA FE,Prod,352
2024-02-01,2023-24,HYUNDAI SANTA FE,Sale,213
2024-03-01,2023-24,HYUNDAI SANTA FE,Prod,246
2024-03-01,2023-24,HYUNDAI SANTA FE,Sale,220
2024-04-01,2023-24,HYUNDAI SANTA FE,Prod,243
2024-04-01,2023-24,HYUNDAI SANTA FE,Sale,140
2024-05-01,2023-24,HYUNDAI SANTA FE,Prod,145
2024-05-01,2023-24,HYUNDAI SANTA FE,Sale,143
2024-06-01,2023-24,HYUNDAI SANTA FE,Prod,118
2024-06-01,2023-24,HYUNDAI SANTA FE,Sale,305
2024-07-01,2024-25,HYUNDAI SANTA FE,Prod,62
2024-07-01,2024-25,HYUNDAI SANTA FE,Sale,58
2024-08-01,2024-25,HYUNDAI SANTA FE,Prod,213
2024-08-01,2024-25,HYUNDAI SANTA FE,Sale,70
2024-09-01,2024-25,HYUNDAI SANTA FE,Prod,33
2024-09-01,2024-25,HYUNDAI SANTA FE,Sale,77
2024-10-01,2024-25,HYUNDAI SANTA FE,Prod,124
2024-10-01,2024-25,HYUNDAI SANTA FE,Sale,94
2024-11-01,2024-25,HYUNDAI SANTA FE,Prod,215
2024-11-01,2024-25,HYUNDAI SANTA FE,Sale,113
2024-12-01,2024-25,HYUNDAI SANTA FE,Prod,0
2024-12-01,2024-25,HYUNDAI SANTA FE,Sale,196
2025-01-01,2024-25,HYUNDAI SANTA FE,Prod,107
2025-01-01,2024-25,HYUNDAI SANTA FE,Sale,189
2025-02-01,2024-25,HYUNDAI SANTA FE,Prod,95
2025-02-01,2024-25,HYUNDAI SANTA FE,Sale,138
2025-03-01,2024-25,HYUNDAI SANTA FE,Prod,154
2025-03-01,2024-25,HYUNDAI SANTA FE,Sale,154
2025-04-01,2024-25,HYUNDAI SANTA FE,Prod,176
2025-04-01,2024-25,HYUNDAI SANTA FE,Sale,130
2025-05-01,2024-25,HYUNDAI SANTA FE,Prod,167
2025-05-01,2024-25,HYUNDAI SANTA FE,Sale,83
2025-06-01,2024-25,HYUNDAI SANTA FE,Prod,158
2025-06-01,2024-25,HYUNDAI SANTA FE,Sale,136
2021-07-01,2021-22,HYUNDAI TUCSON,Prod,165
2021-07-01,2021-22,HYUNDAI TUCSON,Sale,175
2021-08-01,2021-22,HYUNDAI TUCSON,Prod,158
2021-08-01,2021-22,HYUNDAI TUCSON,Sale,192
2021-09-01,2021-22,HYUNDAI TUCSON,Prod,376
2021-09-01,2021-22,HYUNDAI TUCSON,Sale,325
2021-10-01,2021-22,HYUNDAI TUCSON,Prod,289
2021-10-01,2021-22,HYUNDAI TUCSON,Sale,350
2021-11-01,2021-22,HYUNDAI TUCSON,Prod,52
2021-11-01,2021-22,HYUNDAI TUCSON,Sale,49
2021-12-01,2021-22,HYUNDAI TUCSON,Prod,217
2021-12-01,2021-22,HYUNDAI TUCSON,Sale,230
2022-01-01,2021-22,HYUNDAI TUCSON,Prod,348
2022-01-01,2021-22,HYUNDAI TUCSON,Sale,135
2022-02-01,2021-22,HYUNDAI TUCSON,Prod,637
2022-02-01,2021-22,HYUNDAI TUCSON,Sale,774
2022-03-01,2021-22,HYUNDAI TUCSON,Prod,527
2022-03-01,2021-22,HYUNDAI TUCSON,Sale,576
2022-04-01,2021-22,HYUNDAI TUCSON,Prod,613
2022-04-01,2021-22,HYUNDAI TUCSON,Sale,553
2022-05-01,2021-22,HYUNDAI TUCSON,Prod,683
2022-05-01,2021-22,HYUNDAI TUCSON,Sale,639
2022-06-01,2021-22,HYUNDAI TUCSON,Prod,777
2022-06-01,2021-22,HYUNDAI TUCSON,Sale,897
2022-07-01,2022-23,HYUNDAI TUCSON,Prod,973
2022-07-01,2022-23,HYUNDAI TUCSON,Sale,104
2022-08-01,2022-23,HYUNDAI TUCSON,Prod,888
2022-08-01,2022-23,HYUNDAI TUCSON,Sale,985
2022-09-01,2022-23,HYUNDAI TUCSON,Prod,538
2022-09-01,2022-23,HYUNDAI TUCSON,Sale,375
2022-10-01,2022-23,HYUNDAI TUCSON,Prod,578
2022-10-01,2022-23,HYUNDAI TUCSON,Sale,201
2022-11-01,2022-23,HYUNDAI TUCSON,Prod,1
2022-11-01,2022-23,HYUNDAI TUCSON,Sale,212
2022-12-01,2022-23,HYUNDAI TUCSON,Prod,17
2022-12-01,2022-23,HYUNDAI TUCSON,Sale,367
2023-01-01,2022-23,HYUNDAI TUCSON,Prod,269
2023-01-01,2022-23,HYUNDAI TUCSON,Sale,620
2023-02-01,2022-23,HYUNDAI TUCSON,Prod,436
2023-02-01,2022-23,HYUNDAI TUCSON,Sale,708
2023-03-01,2022-23,HYUNDAI TUCSON,Prod,366
2023-03-01,2022-23,HYUNDAI TUCSON,Sale,380
2023-04-01,2022-23,HYUNDAI TUCSON,Prod,244
2023-04-01,2022-23,HYUNDAI TUCSON,Sale,315
2023-05-01,2022-23,HYUNDAI TUCSON,Prod,191
2023-05-01,2022-23,HYUNDAI TUCSON,Sale,194
2023-06-01,2022-23,HYUNDAI TUCSON,Prod,414
2023-06-01,2022-23,HYUNDAI TUCSON,Sale,313
2023-07-01,2023-24,HYUNDAI TUCSON,Prod,542
2023-07-01,2023-24,HYUNDAI TUCSON,Sale,328
2023-08-01,2023-24,HYUNDAI TUCSON,Prod,468
2023-08-01,2023-24,HYUNDAI TUCSON,Sale,465
2023-09-01,2023-24,HYUNDAI TUCSON,Prod,543
2023-09-01,2023-24,HYUNDAI TUCSON,Sale,420
2023-10-01,2023-24,HYUNDAI TUCSON,Prod,240
2023-10-01,2023-24,HYUNDAI TUCSON,Sale,136
2023-11-01,2023-24,HYUNDAI TUCSON,Prod,416
2023-11-01,2023-24,HYUNDAI TUCSON,Sale,209
2023-12-01,2023-24,HYUNDAI TUCSON,Prod,140
2023-12-01,2023-24,HYUNDAI TUCSON,Sale,101
2024-01-01,2023-24,HYUNDAI TUCSON,Prod,311
2024-01-01,2023-24,HYUNDAI TUCSON,Sale,298
2024-02-01,2023-24,HYUNDAI TUCSON,Prod,134
2024-02-01,2023-24,HYUNDAI TUCSON,Sale,222
2024-03-01,2023-24,HYUNDAI TUCSON,Prod,120
2024-03-01,2023-24,HYUNDAI TUCSON,Sale,250
2024-04-01,2023-24,HYUNDAI TUCSON,Prod,122
2024-04-01,2023-24,HYUNDAI TUCSON,Sale,253
2024-05-01,2023-24,HYUNDAI TUCSON,Prod,255
2024-05-01,2023-24,HYUNDAI TUCSON,Sale,298
2024-06-01,2023-24,HYUNDAI TUCSON,Prod,192
2024-06-01,2023-24,HYUNDAI TUCSON,Sale,495
2024-07-01,2024-25,HYUNDAI TUCSON,Prod,412
2024-07-01,2024-25,HYUNDAI TUCSON,Sale,113
2024-08-01,2024-25,HYUNDAI TUCSON,Prod,268
2024-08-01,2024-25,HYUNDAI TUCSON,Sale,276
2024-09-01,2024-25,HYUNDAI TUCSON,Prod,192
2024-09-01,2024-25,HYUNDAI TUCSON,Sale,261
2024-10-01,2024-25,HYUNDAI TUCSON,Prod,119
2024-10-01,2024-25,HYUNDAI TUCSON,Sale,111
2024-11-01,2024-25,HYUNDAI TUCSON,Prod,151
2024-11-01,2024-25,HYUNDAI TUCSON,Sale,161
2024-12-01,2024-25,HYUNDAI TUCSON,Prod,367
2024-12-01,2024-25,HYUNDAI TUCSON,Sale,319
2025-01-01,2024-25,HYUNDAI TUCSON,Prod,422
2025-01-01,2024-25,HYUNDAI TUCSON,Sale,384
2025-02-01,2024-25,HYUNDAI TUCSON,Prod,223
2025-02-01,2024-25,HYUNDAI TUCSON,Sale,355
2025-03-01,2024-25,HYUNDAI TUCSON,Prod,13
2025-03-01,2024-25,HYUNDAI TUCSON,Sale,338
2025-04-01,2024-25,HYUNDAI TUCSON,Prod,21
2025-04-01,2024-25,HYUNDAI TUCSON,Sale,5
2025-05-01,2024-25,HYUNDAI TUCSON,Prod,576
2025-05-01,2024-25,HYUNDAI TUCSON,Sale,569
2025-06-01,2024-25,HYUNDAI TUCSON,Prod,659
2025-06-01,2024-25,HYUNDAI TUCSON,Sale,644
2020-07-01,2020-21,HYUNDAI Tucson,Prod,0
2020-07-01,2020-21,HYUNDAI Tucson,Sale,0
2020-08-01,2020-21,HYUNDAI Tucson,Prod,84
2020-08-01,2020-21,HYUNDAI Tucson,Sale,22
2020-09-01,2020-21,HYUNDAI Tucson,Prod,203
2020-09-01,2020-21,HYUNDAI Tucson,Sale,215
2020-10-01,2020-21,HYUNDAI Tucson,Prod,193
2020-10-01,2020-21,HYUNDAI Tucson,Sale,211
2020-11-01,2020-21,HYUNDAI Tucson,Prod,420
2020-11-01,2020-21,HYUNDAI Tucson,Sale,371
2020-12-01,2020-21,HYUNDAI Tucson,Prod,349
2020-12-01,2020-21,HYUNDAI Tucson,Sale,388
2021-01-01,2020-21,HYUNDAI Tucson,Prod,489
2021-01-01,2020-21,HYUNDAI Tucson,Sale,393
2021-02-01,2020-21,HYUNDAI Tucson,Prod,543
2021-02-01,2020-21,HYUNDAI Tucson,Sale,546
2021-03-01,2020-21,HYUNDAI Tucson,Prod,743
2021-03-01,2020-21,HYUNDAI Tucson,Sale,613
2021-04-01,2020-21,HYUNDAI Tucson,Prod,418
2021-04-01,2020-21,HYUNDAI Tucson,Sale,503
2021-05-01,2020-21,HYUNDAI Tucson,Prod,140
2021-05-01,2020-21,HYUNDAI Tucson,Sale,255
2021-06-01,2020-21,HYUNDAI Tucson,Prod,239
2021-06-01,2020-21,HYUNDAI Tucson,Sale,231
2009-07-01,2009-10,Habib,Prod,1806
2009-07-01,2009-10,Habib,Sale,1533
2009-08-01,2009-10,Habib,Prod,1665
2009-08-01,2009-10,Habib,Sale,1514
2009-09-01,2009-10,Habib,Prod,1314
2009-09-01,2009-10,Habib,Sale,1771
2009-10-01,2009-10,Habib,Prod,1647
2009-10-01,2009-10,Habib,Sale,1707
2009-11-01,2009-10,Habib,Prod,1636
2009-11-01,2009-10,Habib,Sale,1602
2009-12-01,2009-10,Habib,Prod,1621
2009-12-01,2009-10,Habib,Sale,1653
2010-01-01,2009-10,Habib,Prod,1742
2010-01-01,2009-10,Habib,Sale,1858
2010-02-01,2009-10,Habib,Prod,1243
2010-02-01,2009-10,Habib,Sale,1643
2010-03-01,2009-10,Habib,Prod,2000
2010-03-01,2009-10,Habib,Sale,1480
2010-04-01,2009-10,Habib,Prod,1383
2010-04-01,2009-10,Habib,Sale,1616
2010-05-01,2009-10,Habib,Prod,1518
2010-05-01,2009-10,Habib,Sale,1771
2010-06-01,2009-10,Habib,Prod,1659
2010-06-01,2009-10,Habib,Sale,2060
2010-07-01,2010-11,Habib,Prod,1331
2010-07-01,2010-11,Habib,Sale,1224
2010-08-01,2010-11,Habib,Prod,1121
2010-08-01,2010-11,Habib,Sale,1408
2010-09-01,2010-11,Habib,Prod,1563
2010-09-01,2010-11,Habib,Sale,1421
2010-10-01,2010-11,Habib,Prod,1699
2010-10-01,2010-11,Habib,Sale,1574
2010-11-01,2010-11,Habib,Prod,1819
2010-11-01,2010-11,Habib,Sale,1586
2010-12-01,2010-11,Habib,Prod,1722
2010-12-01,2010-11,Habib,Sale,1616
2011-01-01,2010-11,Habib,Prod,1867
