Date,Fiscal_Year,Brand_Model,Metric_Type,Units
2017-11-01,2017-18,Nissan,Sale,0
2017-11-01,2017-18,Nissan,Sale,0
2017-12-01,2017-18,Nissan,Prod,0
2017-12-01,2017-18,Nissan,Prod,0
2017-12-01,2017-18,Nissan,Sale,0
2017-12-01,2017-18,Nissan,Sale,0
2018-01-01,2017-18,Nissan,Prod,0
2018-01-01,2017-18,Nissan,Prod,0
2018-01-01,2017-18,Nissan,Sale,0
2018-01-01,2017-18,Nissan,Sale,0
2018-02-01,2017-18,Nissan,Prod,0
2018-02-01,2017-18,Nissan,Prod,0
2018-02-01,2017-18,Nissan,Sale,0
2018-02-01,2017-18,Nissan,Sale,0
2018-03-01,2017-18,Nissan,Prod,0
2018-03-01,2017-18,Nissan,Prod,0
2018-03-01,2017-18,Nissan,Sale,0
2018-03-01,2017-18,Nissan,Sale,0
2018-04-01,2017-18,Nissan,Prod,0
2018-04-01,2017-18,Nissan,Prod,0
2018-04-01,2017-18,Nissan,Sale,0
2018-04-01,2017-18,Nissan,Sale,0
2018-05-01,2017-18,Nissan,Prod,0
2018-05-01,2017-18,Nissan,Prod,0
2018-05-01,2017-18,Nissan,Sale,0
2018-05-01,2017-18,Nissan,Sale,0
2018-06-01,2017-18,Nissan,Prod,0
2018-06-01,2017-18,Nissan,Prod,0
2018-06-01,2017-18,Nissan,Sale,0
2018-06-01,2017-18,Nissan,Sale,0
2018-07-01,2018-19,Nissan,Prod,0
2018-07-01,2018-19,Nissan,Prod,0
2018-07-01,2018-19,Nissan,Sale,0
2018-07-01,2018-19,Nissan,Sale,0
2018-08-01,2018-19,Nissan,Prod,0
2018-08-01,2018-19,Nissan,Prod,0
2018-08-01,2018-19,Nissan,Sale,0
2018-08-01,2018-19,Nissan,Sale,0
2018-09-01,2018-19,Nissan,Prod,0
2018-09-01,2018-19,Nissan,Prod,0
2018-09-01,2018-19,Nissan,Sale,0
2018-09-01,2018-19,Nissan,Sale,0
2018-10-01,2018-19,Nissan,Prod,0
2018-10-01,2018-19,Nissan,Prod,0
2018-10-01,2018-19,Nissan,Sale,0
2018-10-01,2018-19,Nissan,Sale,0
2018-11-01,2018-19,Nissan,Prod,0
2018-11-01,2018-19,Nissan,Prod,0
2018-11-01,2018-19,Nissan,Sale,0
2018-11-01,2018-19,Nissan,Sale,0
2018-12-01,2018-19,Nissan,Prod,0
2018-12-01,2018-19,Nissan,Prod,0
2018-12-01,2018-19,Nissan,Sale,0
2018-12-01,2018-19,Nissan,Sale,0
2019-01-01,2018-19,Nissan,Prod,0
2019-01-01,2018-19,Nissan,Prod,0
2019-01-01,2018-19,Nissan,Sale,0
2019-01-01,2018-19,Nissan,Sale,0
2019-02-01,2018-19,Nissan,Prod,0
2019-02-01,2018-19,Nissan,Prod,0
2019-02-01,2018-19,Nissan,Sale,0
2019-02-01,2018-19,Nissan,Sale,0
2019-03-01,2018-19,Nissan,Prod,0
2019-03-01,2018-19,Nissan,Prod,0
2019-03-01,2018-19,Nissan,Sale,0
2019-03-01,2018-19,Nissan,Sale,0
2019-04-01,2018-19,Nissan,Prod,0
2019-04-01,2018-19,Nissan,Prod,0
2019-04-01,2018-19,Nissan,Sale,0
2019-04-01,2018-19,Nissan,Sale,0
2019-05-01,2018-19,Nissan,Prod,0
2019-05-01,2018-19,Nissan,Prod,0
2019-05-01,2018-19,Nissan,Sale,0
2019-05-01,2018-19,Nissan,Sale,0
2019-06-01,2018-19,Nissan,Prod,0
2019-06-01,2018-19,Nissan,Prod,0
2019-06-01,2018-19,Nissan,Sale,0
2019-06-01,2018-19,Nissan,Sale,0
2019-07-01,2019-20,Nissan,Prod,0
2019-07-01,2019-20,Nissan,Prod,0
2019-07-01,2019-20,Nissan,Sale,0
2019-07-01,2019-20,Nissan,Sale,0
2019-08-01,2019-20,Nissan,Prod,0
2019-08-01,2019-20,Nissan,Prod,0
2019-08-01,2019-20,Nissan,Sale,0
2019-08-01,2019-20,Nissan,Sale,0
2019-09-01,2019-20,Nissan,Prod,0
2019-09-01,2019-20,Nissan,Prod,0
2019-09-01,2019-20,Nissan,Sale,0
2019-09-01,2019-20,Nissan,Sale,0
2019-10-01,2019-20,Nissan,Prod,0
2019-10-01,2019-20,Nissan,Prod,0
2019-10-01,2019-20,Nissan,Sale,0
2019-10-01,2019-20,Nissan,Sale,0
2019-11-01,2019-20,Nissan,Prod,0
2019-11-01,2019-20,Nissan,Prod,0
2019-11-01,2019-20,Nissan,Sale,0
2019-11-01,2019-20,Nissan,Sale,0
2019-12-01,2019-20,Nissan,Prod,0
2019-12-01,2019-20,Nissan,Prod,0
2019-12-01,2019-20,Nissan,Sale,0
2019-12-01,2019-20,Nissan,Sale,0
2020-01-01,2019-20,Nissan,Prod,0
2020-01-01,2019-20,Nissan,Prod,0
2020-01-01,2019-20,Nissan,Sale,0
2020-01-01,2019-20,Nissan,Sale,0
2020-02-01,2019-20,Nissan,Prod,0
2020-02-01,2019-20,Nissan,Prod,0
2020-02-01,2019-20,Nissan,Sale,0
2020-02-01,2019-20,Nissan,Sale,0
2020-03-01,2019-20,Nissan,Prod,0
2020-03-01,2019-20,Nissan,Prod,0
2020-03-01,2019-20,Nissan,Sale,0
2020-03-01,2019-20,Nissan,Sale,0
2020-04-01,2019-20,Nissan,Prod,0
2020-04-01,2019-20,Nissan,Prod,0
2020-04-01,2019-20,Nissan,Sale,0
2020-04-01,2019-20,Nissan,Sale,0
2020-05-01,2019-20,Nissan,Prod,0
2020-05-01,2019-20,Nissan,Prod,0
2020-05-01,2019-20,Nissan,Sale,0
2020-05-01,2019-20,Nissan,Sale,0
2020-06-01,2019-20,Nissan,Prod,0
2020-06-01,2019-20,Nissan,Prod,0
2020-06-01,2019-20,Nissan,Sale,0
2020-06-01,2019-20,Nissan,Sale,0
2013-07-01,2013-14,Orient  IMT Tractor,Prod,64
2013-07-01,2013-14,Orient  IMT Tractor,Sale,0
2013-08-01,2013-14,Orient  IMT Tractor,Prod,88
2013-08-01,2013-14,Orient  IMT Tractor,Sale,11
2013-09-01,2013-14,Orient  IMT Tractor,Prod,89
2013-09-01,2013-14,Orient  IMT Tractor,Sale,53
2013-10-01,2013-14,Orient  IMT Tractor,Prod,92
2013-10-01,2013-14,Orient  IMT Tractor,Sale,41
2013-11-01,2013-14,Orient  IMT Tractor,Prod,96
2013-11-01,2013-14,Orient  IMT Tractor,Sale,47
2013-12-01,2013-14,Orient  IMT Tractor,Prod,153
2013-12-01,2013-14,Orient  IMT Tractor,Sale,529
2014-01-01,2013-14,Orient  IMT Tractor,Prod,50
2014-01-01,2013-14,Orient  IMT Tractor,Sale,3
2014-02-01,2013-14,Orient  IMT Tractor,Prod,43
2014-02-01,2013-14,Orient  IMT Tractor,Sale,3
2014-03-01,2013-14,Orient  IMT Tractor,Prod,39
2014-03-01,2013-14,Orient  IMT Tractor,Sale,8
2014-04-01,2013-14,Orient  IMT Tractor,Prod,63
2014-04-01,2013-14,Orient  IMT Tractor,Sale,56
2014-05-01,2013-14,Orient  IMT Tractor,Prod,107
2014-05-01,2013-14,Orient  IMT Tractor,Sale,31
2014-06-01,2013-14,Orient  IMT Tractor,Prod,117
2014-06-01,2013-14,Orient  IMT Tractor,Sale,154
2014-07-01,2014-15,Orient  IMT Tractor,Prod,78
2014-07-01,2014-15,Orient  IMT Tractor,Sale,8
2014-08-01,2014-15,Orient  IMT Tractor,Prod,99
2014-08-01,2014-15,Orient  IMT Tractor,Sale,22
2014-09-01,2014-15,Orient  IMT Tractor,Prod,115
2014-09-01,2014-15,Orient  IMT Tractor,Sale,63
2014-10-01,2014-15,Orient  IMT Tractor,Prod,63
2014-10-01,2014-15,Orient  IMT Tractor,Sale,73
2014-11-01,2014-15,Orient  IMT Tractor,Prod,70
2014-11-01,2014-15,Orient  IMT Tractor,Sale,91
2014-12-01,2014-15,Orient  IMT Tractor,Prod,103
2014-12-01,2014-15,Orient  IMT Tractor,Sale,76
2015-01-01,2014-15,Orient  IMT Tractor,Prod,70
2015-01-01,2014-15,Orient  IMT Tractor,Sale,76
2015-02-01,2014-15,Orient  IMT Tractor,Prod,70
2015-02-01,2014-15,Orient  IMT Tractor,Sale,77
2015-03-01,2014-15,Orient  IMT Tractor,Prod,110
2015-03-01,2014-15,Orient  IMT Tractor,Sale,145
2015-04-01,2014-15,Orient  IMT Tractor,Prod,122
2015-04-01,2014-15,Orient  IMT Tractor,Sale,147
2015-05-01,2014-15,Orient  IMT Tractor,Prod,110
2015-05-01,2014-15,Orient  IMT Tractor,Sale,148
2015-06-01,2014-15,Orient  IMT Tractor,Prod,100
2015-06-01,2014-15,Orient  IMT Tractor,Sale,85
2015-07-01,2015-16,Orient  IMT Tractor,Prod,70
2015-07-01,2015-16,Orient  IMT Tractor,Sale,71
2015-08-01,2015-16,Orient  IMT Tractor,Prod,71
2015-08-01,2015-16,Orient  IMT Tractor,Sale,85
2015-09-01,2015-16,Orient  IMT Tractor,Prod,77
2015-09-01,2015-16,Orient  IMT Tractor,Sale,66
2015-10-01,2015-16,Orient  IMT Tractor,Prod,59
2015-10-01,2015-16,Orient  IMT Tractor,Sale,73
2015-11-01,2015-16,Orient  IMT Tractor,Prod,70
2015-11-01,2015-16,Orient  IMT Tractor,Sale,105
2015-12-01,2015-16,Orient  IMT Tractor,Prod,100
2015-12-01,2015-16,Orient  IMT Tractor,Sale,39
2016-01-01,2015-16,Orient  IMT Tractor,Prod,100
2016-01-01,2015-16,Orient  IMT Tractor,Sale,106
2016-02-01,2015-16,Orient  IMT Tractor,Prod,101
2016-02-01,2015-16,Orient  IMT Tractor,Sale,104
2016-03-01,2015-16,Orient  IMT Tractor,Prod,89
2016-03-01,2015-16,Orient  IMT Tractor,Sale,39
2016-04-01,2015-16,Orient  IMT Tractor,Prod,160
2016-04-01,2015-16,Orient  IMT Tractor,Sale,42
2016-05-01,2015-16,Orient  IMT Tractor,Prod,100
2016-05-01,2015-16,Orient  IMT Tractor,Sale,16
2016-06-01,2015-16,Orient  IMT Tractor,Prod,63
2016-06-01,2015-16,Orient  IMT Tractor,Sale,6
2016-07-01,2016-17,Orient  IMT Tractor,Prod,48
2016-07-01,2016-17,Orient  IMT Tractor,Sale,0
2016-08-01,2016-17,Orient  IMT Tractor,Prod,3
2016-08-01,2016-17,Orient  IMT Tractor,Sale,5
2016-09-01,2016-17,Orient  IMT Tractor,Prod,0
2016-09-01,2016-17,Orient  IMT Tractor,Sale,240
2016-10-01,2016-17,Orient  IMT Tractor,Prod,0
2016-10-01,2016-17,Orient  IMT Tractor,Sale,87
2016-11-01,2016-17,Orient  IMT Tractor,Prod,23
2016-11-01,2016-17,Orient  IMT Tractor,Sale,37
2016-12-01,2016-17,Orient  IMT Tractor,Prod,10
2016-12-01,2016-17,Orient  IMT Tractor,Sale,37
2017-01-01,2016-17,Orient  IMT Tractor,Prod,19
2017-01-01,2016-17,Orient  IMT Tractor,Sale,74
2017-02-01,2016-17,Orient  IMT Tractor,Prod,4
2017-02-01,2016-17,Orient  IMT Tractor,Sale,15
2017-03-01,2016-17,Orient  IMT Tractor,Prod,32
2017-03-01,2016-17,Orient  IMT Tractor,Sale,40
2017-04-01,2016-17,Orient  IMT Tractor,Prod,53
2017-04-01,2016-17,Orient  IMT Tractor,Sale,49
2017-05-01,2016-17,Orient  IMT Tractor,Prod,60
2017-05-01,2016-17,Orient  IMT Tractor,Sale,39
2017-06-01,2016-17,Orient  IMT Tractor,Prod,59
2017-06-01,2016-17,Orient  IMT Tractor,Sale,30
2017-07-01,2017-18,Orient  IMT Tractor,Prod,65
2017-07-01,2017-18,Orient  IMT Tractor,Sale,13
2017-08-01,2017-18,Orient  IMT Tractor,Prod,42
2017-08-01,2017-18,Orient  IMT Tractor,Sale,11
2017-09-01,2017-18,Orient  IMT Tractor,Prod,24
2017-09-01,2017-18,Orient  IMT Tractor,Sale,14
2017-10-01,2017-18,Orient  IMT Tractor,Prod,17
2017-10-01,2017-18,Orient  IMT Tractor,Sale,16
2017-11-01,2017-18,Orient  IMT Tractor,Prod,20
2017-11-01,2017-18,Orient  IMT Tractor,Sale,21
2017-12-01,2017-18,Orient  IMT Tractor,Prod,10
2017-12-01,2017-18,Orient  IMT Tractor,Sale,20
2018-01-01,2017-18,Orient  IMT Tractor,Prod,21
2018-01-01,2017-18,Orient  IMT Tractor,Sale,39
2018-02-01,2017-18,Orient  IMT Tractor,Prod,52
2018-02-01,2017-18,Orient  IMT Tractor,Sale,35
2018-03-01,2017-18,Orient  IMT Tractor,Prod,55
2018-03-01,2017-18,Orient  IMT Tractor,Sale,24
2018-04-01,2017-18,Orient  IMT Tractor,Prod,64
2018-04-01,2017-18,Orient  IMT Tractor,Sale,33
2018-05-01,2017-18,Orient  IMT Tractor,Prod,46
2018-05-01,2017-18,Orient  IMT Tractor,Sale,83
2018-06-01,2017-18,Orient  IMT Tractor,Prod,100
2018-06-01,2017-18,Orient  IMT Tractor,Sale,32
2018-07-01,2018-19,Orient  IMT Tractor,Prod,100
2018-07-01,2018-19,Orient  IMT Tractor,Sale,52
2018-08-01,2018-19,Orient  IMT Tractor,Prod,15
2018-08-01,2018-19,Orient  IMT Tractor,Sale,10
2018-09-01,2018-19,Orient  IMT Tractor,Prod,0
2018-09-01,2018-19,Orient  IMT Tractor,Sale,53
2018-10-01,2018-19,Orient  IMT Tractor,Prod,3
2018-10-01,2018-19,Orient  IMT Tractor,Sale,16
2018-11-01,2018-19,Orient  IMT Tractor,Prod,0
2018-11-01,2018-19,Orient  IMT Tractor,Sale,85
2018-12-01,2018-19,Orient  IMT Tractor,Prod,0
2018-12-01,2018-19,Orient  IMT Tractor,Sale,2
2019-01-01,2018-19,Orient  IMT Tractor,Prod,26
2019-01-01,2018-19,Orient  IMT Tractor,Sale,44
2019-02-01,2018-19,Orient  IMT Tractor,Prod,35
2019-02-01,2018-19,Orient  IMT Tractor,Sale,36
2019-03-01,2018-19,Orient  IMT Tractor,Prod,25
2019-03-01,2018-19,Orient  IMT Tractor,Sale,23
2019-04-01,2018-19,Orient  IMT Tractor,Prod,30
2019-04-01,2018-19,Orient  IMT Tractor,Sale,29
2019-05-01,2018-19,Orient  IMT Tractor,Prod,15
2019-05-01,2018-19,Orient  IMT Tractor,Sale,28
2019-06-01,2018-19,Orient  IMT Tractor,Prod,16
2019-06-01,2018-19,Orient  IMT Tractor,Sale,16
2019-07-01,2019-20,Orient  IMT Tractor,Prod,28
2019-07-01,2019-20,Orient  IMT Tractor,Sale,29
2019-08-01,2019-20,Orient  IMT Tractor,Prod,21
2019-08-01,2019-20,Orient  IMT Tractor,Sale,13
2019-09-01,2019-20,Orient  IMT Tractor,Prod,18
2019-09-01,2019-20,Orient  IMT Tractor,Sale,54
2019-10-01,2019-20,Orient  IMT Tractor,Prod,22
2019-10-01,2019-20,Orient  IMT Tractor,Sale,14
2019-11-01,2019-20,Orient  IMT Tractor,Prod,3
2019-11-01,2019-20,Orient  IMT Tractor,Sale,7
2019-12-01,2019-20,Orient  IMT Tractor,Prod,7
2019-12-01,2019-20,Orient  IMT Tractor,Sale,8
2020-01-01,2019-20,Orient  IMT Tractor,Prod,5
2020-01-01,2019-20,Orient  IMT Tractor,Sale,22
2020-02-01,2019-20,Orient  IMT Tractor,Prod,17
2020-02-01,2019-20,Orient  IMT Tractor,Sale,15
2020-03-01,2019-20,Orient  IMT Tractor,Prod,1
2020-03-01,2019-20,Orient  IMT Tractor,Sale,7
2020-04-01,2019-20,Orient  IMT Tractor,Prod,0
2020-04-01,2019-20,Orient  IMT Tractor,Sale,14
2020-05-01,2019-20,Orient  IMT Tractor,Prod,8
2020-05-01,2019-20,Orient  IMT Tractor,Sale,2
2020-06-01,2019-20,Orient  IMT Tractor,Prod,8
2020-06-01,2019-20,Orient  IMT Tractor,Sale,11
2020-07-01,2020-21,Orient  IMT Tractor,Prod,8
2020-07-01,2020-21,Orient  IMT Tractor,Sale,7
2020-08-01,2020-21,Orient  IMT Tractor,Prod,3
2020-08-01,2020-21,Orient  IMT Tractor,Sale,6
2020-09-01,2020-21,Orient  IMT Tractor,Prod,23
2020-09-01,2020-21,Orient  IMT Tractor,Sale,16
2020-10-01,2020-21,Orient  IMT Tractor,Prod,51
2020-10-01,2020-21,Orient  IMT Tractor,Sale,34
2020-11-01,2020-21,Orient  IMT Tractor,Prod,55
2020-11-01,2020-21,Orient  IMT Tractor,Sale,28
2020-12-01,2020-21,Orient  IMT Tractor,Prod,44
2020-12-01,2020-21,Orient  IMT Tractor,Sale,26
2021-01-01,2020-21,Orient  IMT Tractor,Prod,35
2021-01-01,2020-21,Orient  IMT Tractor,Sale,38
2021-02-01,2020-21,Orient  IMT Tractor,Prod,39
2021-02-01,2020-21,Orient  IMT Tractor,Sale,26
2021-03-01,2020-21,Orient  IMT Tractor,Prod,23
2021-03-01,2020-21,Orient  IMT Tractor,Sale,16
2021-04-01,2020-21,Orient  IMT Tractor,Prod,15
2021-04-01,2020-21,Orient  IMT Tractor,Sale,43
2021-05-01,2020-21,Orient  IMT Tractor,Prod,3
2021-05-01,2020-21,Orient  IMT Tractor,Sale,13
2021-06-01,2020-21,Orient  IMT Tractor,Prod,0
2021-06-01,2020-21,Orient  IMT Tractor,Sale,11
2021-07-01,2021-22,Orient  IMT Tractor,Prod,0
2021-07-01,2021-22,Orient  IMT Tractor,Sale,0
2021-08-01,2021-22,Orient  IMT Tractor,Prod,0
2021-08-01,2021-22,Orient  IMT Tractor,Sale,0
2021-09-01,2021-22,Orient  IMT Tractor,Prod,0
2021-09-01,2021-22,Orient  IMT Tractor,Sale,0
2021-10-01,2021-22,Orient  IMT Tractor,Prod,0
2021-10-01,2021-22,Orient  IMT Tractor,Sale,0
2021-11-01,2021-22,Orient  IMT Tractor,Prod,0
2021-11-01,2021-22,Orient  IMT Tractor,Sale,0
2021-12-01,2021-22,Orient  IMT Tractor,Prod,0
2021-12-01,2021-22,Orient  IMT Tractor,Sale,0
2022-01-01,2021-22,Orient  IMT Tractor,Prod,0
2022-01-01,2021-22,Orient  IMT Tractor,Sale,0
2022-02-01,2021-22,Orient  IMT Tractor,Prod,0
2022-02-01,2021-22,Orient  IMT Tractor,Sale,0
2022-03-01,2021-22,Orient  IMT Tractor,Prod,0
2022-03-01,2021-22,Orient  IMT Tractor,Sale,0
2022-04-01,2021-22,Orient  IMT Tractor,Prod,0
2022-04-01,2021-22,Orient  IMT Tractor,Sale,0
2022-05-01,2021-22,Orient  IMT Tractor,Prod,0
2022-05-01,2021-22,Orient  IMT Tractor,Sale,0
2022-06-01,2021-22,Orient  IMT Tractor,Prod,0
2022-06-01,2021-22,Orient  IMT Tractor,Sale,0
2022-07-01,2022-23,Orient  IMT Tractor,Prod,0
2022-07-01,2022-23,Orient  IMT Tractor,Sale,0
2022-08-01,2022-23,Orient  IMT Tractor,Prod,0
2022-08-01,2022-23,Orient  IMT Tractor,Sale,0
2022-09-01,2022-23,Orient  IMT Tractor,Prod,0
2022-09-01,2022-23,Orient  IMT Tractor,Sale,0
2022-10-01,2022-23,Orient  IMT Tractor,Prod,0
2022-10-01,2022-23,Orient  IMT Tractor,Sale,0
2022-11-01,2022-23,Orient  IMT Tractor,Prod,0
2022-11-01,2022-23,Orient  IMT Tractor,Sale,0
2022-12-01,2022-23,Orient  IMT Tractor,Prod,0
2022-12-01,2022-23,Orient  IMT Tractor,Sale,0
2023-01-01,2022-23,Orient  IMT Tractor,Prod,0
2023-01-01,2022-23,Orient  IMT Tractor,Sale,0
2023-02-01,2022-23,Orient  IMT Tractor,Prod,0
2023-02-01,2022-23,Orient  IMT Tractor,Sale,0
2023-03-01,2022-23,Orient  IMT Tractor,Prod,0
2023-03-01,2022-23,Orient  IMT Tractor,Sale,0
2023-04-01,2022-23,Orient  IMT Tractor,Prod,0
2023-04-01,2022-23,Orient  IMT Tractor,Sale,0
2023-05-01,2022-23,Orient  IMT Tractor,Prod,0
2023-05-01,2022-23,Orient  IMT Tractor,Sale,0
2023-06-01,2022-23,Orient  IMT Tractor,Prod,0
2023-06-01,2022-23,Orient  IMT Tractor,Sale,0
2007-07-01,2007-08,Qingqi,Prod,100
2007-07-01,2007-08,Qingqi,Sale,1670
2007-08-01,2007-08,Qingqi,Prod,0
2007-08-01,2007-08,Qingqi,Sale,51
2007-09-01,2007-08,Qingqi,Prod,100
2007-09-01,2007-08,Qingqi,Sale,73
2007-10-01,2007-08,Qingqi,Prod,60
2007-10-01,2007-08,Qingqi,Sale,78
2007-11-01,2007-08,Qingqi,Prod,90
2007-11-01,2007-08,Qingqi,Sale,75
2007-12-01,2007-08,Qingqi,Prod,40
2007-12-01,2007-08,Qingqi,Sale,76
2008-01-01,2007-08,Qingqi,Prod,40
2008-01-01,2007-08,Qingqi,Sale,53
2008-02-01,2007-08,Qingqi,Prod,100
2008-02-01,2007-08,Qingqi,Sale,120
2008-03-01,2007-08,Qingqi,Prod,67
2008-03-01,2007-08,Qingqi,Sale,81
2008-04-01,2007-08,Qingqi,Prod,148
2008-04-01,2007-08,Qingqi,Sale,131
2008-05-01,2007-08,Qingqi,Prod,69
2008-05-01,2007-08,Qingqi,Sale,52
2008-06-01,2007-08,Qingqi,Prod,71
2008-06-01,2007-08,Qingqi,Sale,63
2008-07-01,2008-09,Qingqi,Prod,50
2008-07-01,2008-09,Qingqi,Sale,43
2008-08-01,2008-09,Qingqi,Prod,60
2008-08-01,2008-09,Qingqi,Sale,54
2008-09-01,2008-09,Qingqi,Prod,60
2008-09-01,2008-09,Qingqi,Sale,85
2008-10-01,2008-09,Qingqi,Prod,47
2008-10-01,2008-09,Qingqi,Sale,105
2008-11-01,2008-09,Qingqi,Prod,108
2008-11-01,2008-09,Qingqi,Sale,93
2008-12-01,2008-09,Qingqi,Prod,75
2008-12-01,2008-09,Qingqi,Sale,56
2009-01-01,2008-09,Qingqi,Prod,82
2009-01-01,2008-09,Qingqi,Sale,96
2009-02-01,2008-09,Qingqi,Prod,89
2009-02-01,2008-09,Qingqi,Sale,96
2009-03-01,2008-09,Qingqi,Prod,182
2009-03-01,2008-09,Qingqi,Sale,148
2009-04-01,2008-09,Qingqi,Prod,101
2009-04-01,2008-09,Qingqi,Sale,144
2009-05-01,2008-09,Qingqi,Prod,140
2009-05-01,2008-09,Qingqi,Sale,137
2009-06-01,2008-09,Qingqi,Prod,114
2009-06-01,2008-09,Qingqi,Sale,99
2009-07-01,2009-10,Qingqi,Prod,83
2009-07-01,2009-10,Qingqi,Sale,73
2009-08-01,2009-10,Qingqi,Prod,103
2009-08-01,2009-10,Qingqi,Sale,110
2009-09-01,2009-10,Qingqi,Prod,111
2009-09-01,2009-10,Qingqi,Sale,106
2009-10-01,2009-10,Qingqi,Prod,118
2009-10-01,2009-10,Qingqi,Sale,107
2009-11-01,2009-10,Qingqi,Prod,103
2009-11-01,2009-10,Qingqi,Sale,100
2009-12-01,2009-10,Qingqi,Prod,178
2009-12-01,2009-10,Qingqi,Sale,204
2010-01-01,2009-10,Qingqi,Prod,558
2010-01-01,2009-10,Qingqi,Sale,320
2010-02-01,2009-10,Qingqi,Prod,130
2010-02-01,2009-10,Qingqi,Sale,201
2010-03-01,2009-10,Qingqi,Prod,311
2010-03-01,2009-10,Qingqi,Sale,211
2010-04-01,2009-10,Qingqi,Prod,167
2010-04-01,2009-10,Qingqi,Sale,277
2010-05-01,2009-10,Qingqi,Prod,345
2010-05-01,2009-10,Qingqi,Sale,196
2010-06-01,2009-10,Qingqi,Prod,206
2010-06-01,2009-10,Qingqi,Sale,331
2010-07-01,2010-11,Qingqi,Prod,100
2010-07-01,2010-11,Qingqi,Sale,166
2010-08-01,2010-11,Qingqi,Prod,276
2010-08-01,2010-11,Qingqi,Sale,167
2010-09-01,2010-11,Qingqi,Prod,283
2010-09-01,2010-11,Qingqi,Sale,251
2010-10-01,2010-11,Qingqi,Prod,366
2010-10-01,2010-11,Qingqi,Sale,372
2010-11-01,2010-11,Qingqi,Prod,220
2010-11-01,2010-11,Qingqi,Sale,268
2010-12-01,2010-11,Qingqi,Prod,150
2010-12-01,2010-11,Qingqi,Sale,198
2011-01-01,2010-11,Qingqi,Prod,397
2011-01-01,2010-11,Qingqi,Sale,274
2011-02-01,2010-11,Qingqi,Prod,98
2011-02-01,2010-11,Qingqi,Sale,196
2011-03-01,2010-11,Qingqi,Prod,66
2011-03-01,2010-11,Qingqi,Sale,112
2011-04-01,2010-11,Qingqi,Prod,646
2011-04-01,2010-11,Qingqi,Sale,363
2011-05-01,2010-11,Qingqi,Prod,80
2011-05-01,2010-11,Qingqi,Sale,225
2011-06-01,2010-11,Qingqi,Prod,298
2011-06-01,2010-11,Qingqi,Sale,254
2011-07-01,2011-12,Qingqi,Prod,235
2011-07-01,2011-12,Qingqi,Sale,239
2011-08-01,2011-12,Qingqi,Prod,327
2011-08-01,2011-12,Qingqi,Sale,188
2011-09-01,2011-12,Qingqi,Prod,200
2011-09-01,2011-12,Qingqi,Sale,205
2011-10-01,2011-12,Qingqi,Prod,171
2011-10-01,2011-12,Qingqi,Sale,276
2011-11-01,2011-12,Qingqi,Prod,67
2011-11-01,2011-12,Qingqi,Sale,187
2011-12-01,2011-12,Qingqi,Prod,220
2011-12-01,2011-12,Qingqi,Sale,312
2012-01-01,2011-12,Qingqi,Prod,320
2012-01-01,2011-12,Qingqi,Sale,293
2012-02-01,2011-12,Qingqi,Prod,320
2012-02-01,2011-12,Qingqi,Sale,303
2012-03-01,2011-12,Qingqi,Prod,373
2012-03-01,2011-12,Qingqi,Sale,272
2012-04-01,2011-12,Qingqi,Prod,400
2012-04-01,2011-12,Qingqi,Sale,261
2012-05-01,2011-12,Qingqi,Prod,380
2012-05-01,2011-12,Qingqi,Sale,488
2012-06-01,2011-12,Qingqi,Prod,395
2012-06-01,2011-12,Qingqi,Sale,288
2012-07-01,2012-13,Qingqi,Prod,90
2012-07-01,2012-13,Qingqi,Sale,246
2012-08-01,2012-13,Qingqi,Prod,190
2012-08-01,2012-13,Qingqi,Sale,218
2012-09-01,2012-13,Qingqi,Prod,210
2012-09-01,2012-13,Qingqi,Sale,151
2012-10-01,2012-13,Qingqi,Prod,225
2012-10-01,2012-13,Qingqi,Sale,134
2012-11-01,2012-13,Qingqi,Prod,385
2012-11-01,2012-13,Qingqi,Sale,239
2012-12-01,2012-13,Qingqi,Prod,445
2012-12-01,2012-13,Qingqi,Sale,151
2013-01-01,2012-13,Qingqi,Prod,210
2013-01-01,2012-13,Qingqi,Sale,269
2013-02-01,2012-13,Qingqi,Prod,270
2013-02-01,2012-13,Qingqi,Sale,221
2013-03-01,2012-13,Qingqi,Prod,450
2013-03-01,2012-13,Qingqi,Sale,482
2013-04-01,2012-13,Qingqi,Prod,284
2013-04-01,2012-13,Qingqi,Sale,322
2013-05-01,2012-13,Qingqi,Prod,172
2013-05-01,2012-13,Qingqi,Sale,432
2013-06-01,2012-13,Qingqi,Prod,691
2013-06-01,2012-13,Qingqi,Sale,505
2013-07-01,2013-14,Qingqi,Prod,405
2013-07-01,2013-14,Qingqi,Sale,334
2013-08-01,2013-14,Qingqi,Prod,327
2013-08-01,2013-14,Qingqi,Sale,258
2013-09-01,2013-14,Qingqi,Prod,440
2013-09-01,2013-14,Qingqi,Sale,407
2013-10-01,2013-14,Qingqi,Prod,309
2013-10-01,2013-14,Qingqi,Sale,279
2013-11-01,2013-14,Qingqi,Prod,302
2013-11-01,2013-14,Qingqi,Sale,348
2013-12-01,2013-14,Qingqi,Prod,537
2013-12-01,2013-14,Qingqi,Sale,492
2014-01-01,2013-14,Qingqi,Prod,418
2014-01-01,2013-14,Qingqi,Sale,406
2014-02-01,2013-14,Qingqi,Prod,378
2014-02-01,2013-14,Qingqi,Sale,347
2014-03-01,2013-14,Qingqi,Prod,609
